"age","workclass","educational.num","marital.status","occupation","relationship","gender","capital.gain","capital.loss","hours.per.week","income_.50K"
30,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,35,"1"
35,"Private",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,55,"1"
37,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
45,"Private",14,"Married-civ-spouse","Sales","Husband","Male",0,0,40,"1"
20,"Private",9,"Never-married","Craft-repair","Not-in-family","Female",0,0,55,"0"
40,"Private",9,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,46,"1"
57,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,20,"0"
45,"Self-emp-not-inc",13,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,20,"0"
31,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
21,"Private",10,"Never-married","Adm-clerical","Not-in-family","Male",2174,0,40,"0"
29,"Private",8,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"1"
29,"Private",9,"Divorced","Machine-op-inspct","Unmarried","Male",0,0,40,"0"
41,"Private",9,"Divorced","Craft-repair","Not-in-family","Male",0,0,40,"0"
27,"Local-gov",12,"Never-married","Prof-specialty","Not-in-family","Female",0,0,40,"0"
36,"Private",9,"Married-civ-spouse","Sales","Husband","Male",0,0,45,"0"
42,"Private",9,"Married-civ-spouse","Sales","Husband","Male",0,0,60,"1"
42,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"1"
26,"Private",13,"Married-civ-spouse","Sales","Not-in-family","Female",0,1977,75,"1"
61,"State-gov",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
43,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
30,"Self-emp-not-inc",9,"Never-married","Exec-managerial","Not-in-family","Male",0,0,45,"0"
50,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
34,"Private",9,"Divorced","Adm-clerical","Unmarried","Female",0,0,40,"0"
33,"Private",10,"Widowed","Adm-clerical","Unmarried","Female",0,0,40,"0"
19,"Private",9,"Never-married","Craft-repair","Other-relative","Male",0,0,35,"0"
32,"Private",14,"Divorced","Sales","Not-in-family","Female",0,0,50,"1"
60,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",15024,0,52,"1"
56,"Self-emp-not-inc",10,"Married-civ-spouse","Sales","Wife","Female",0,0,60,"1"
66,"Private",11,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,30,"0"
22,"Private",10,"Never-married","Adm-clerical","Own-child","Male",0,0,35,"0"
36,"Self-emp-not-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"0"
56,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"1"
19,"Private",10,"Never-married","Sales","Own-child","Male",0,0,20,"0"
40,"Private",10,"Divorced","Transport-moving","Not-in-family","Male",0,0,48,"1"
35,"Private",9,"Never-married","Machine-op-inspct","Unmarried","Female",0,0,48,"0"
62,"Local-gov",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"0"
45,"Federal-gov",9,"Divorced","Tech-support","Not-in-family","Female",4865,0,40,"0"
60,"Private",9,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,40,"0"
59,"Private",9,"Never-married","Machine-op-inspct","Not-in-family","Male",0,0,40,"0"
36,"Private",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"1"
35,"Private",8,"Never-married","Farming-fishing","Not-in-family","Male",0,0,20,"0"
40,"Private",10,"Divorced","Adm-clerical","Unmarried","Female",0,0,40,"0"
32,"Local-gov",13,"Divorced","Prof-specialty","Not-in-family","Male",0,0,40,"0"
41,"Self-emp-inc",13,"Married-civ-spouse","Sales","Husband","Male",0,0,60,"1"
52,"Private",9,"Married-civ-spouse","Sales","Husband","Male",0,0,8,"0"
63,"Local-gov",10,"Divorced","Adm-clerical","Not-in-family","Female",0,0,40,"0"
37,"Self-emp-not-inc",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
29,"Private",9,"Divorced","Sales","Own-child","Male",0,0,40,"0"
17,"Private",8,"Never-married","Other-service","Own-child","Female",0,0,6,"0"
22,"Private",10,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
29,"Local-gov",9,"Never-married","Transport-moving","Unmarried","Female",0,0,40,"0"
33,"Private",9,"Divorced","Exec-managerial","Not-in-family","Female",0,0,40,"0"
21,"Private",10,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"0"
24,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"0"
50,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,50,"1"
56,"Private",9,"Widowed","Sales","Not-in-family","Female",0,0,44,"0"
30,"Local-gov",9,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"0"
50,"Private",14,"Married-civ-spouse","Sales","Husband","Male",15024,0,40,"1"
55,"Private",9,"Divorced","Craft-repair","Not-in-family","Male",0,0,40,"0"
53,"Federal-gov",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"1"
80,"Private",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,35,"1"
58,"Private",12,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,1848,40,"1"
36,"Private",10,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"1"
22,"Private",7,"Never-married","Craft-repair","Unmarried","Male",0,0,40,"0"
66,"State-gov",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1825,40,"1"
61,"Federal-gov",14,"Married-civ-spouse","Tech-support","Wife","Female",0,0,40,"1"
32,"Private",13,"Married-spouse-absent","Exec-managerial","Not-in-family","Male",2174,0,55,"0"
53,"Local-gov",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,60,"0"
40,"Private",12,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
19,"Private",10,"Never-married","Other-service","Own-child","Female",0,0,25,"0"
29,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
21,"Private",10,"Never-married","Tech-support","Own-child","Male",0,0,35,"0"
28,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
30,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,2002,43,"0"
41,"Private",9,"Married-civ-spouse","Sales","Husband","Male",7298,0,50,"1"
45,"Self-emp-inc",12,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
31,"Private",10,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"0"
24,"Private",13,"Never-married","Adm-clerical","Not-in-family","Female",0,0,30,"0"
43,"Self-emp-not-inc",13,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,70,"1"
28,"Private",13,"Never-married","Sales","Not-in-family","Male",0,0,40,"0"
26,"Private",13,"Never-married","Tech-support","Not-in-family","Male",0,0,40,"0"
23,"Private",13,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
48,"Private",12,"Divorced","Craft-repair","Not-in-family","Male",0,0,40,"0"
34,"Private",14,"Never-married","Sales","Unmarried","Male",0,0,60,"1"
38,"Private",10,"Separated","Prof-specialty","Unmarried","Female",0,0,40,"0"
27,"Local-gov",9,"Divorced","Protective-serv","Own-child","Male",0,0,40,"0"
30,"Federal-gov",13,"Never-married","Protective-serv","Not-in-family","Female",0,0,60,"1"
40,"Private",11,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
44,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,48,"0"
34,"Private",13,"Married-civ-spouse","Sales","Husband","Male",0,0,45,"0"
30,"Private",9,"Separated","Other-service","Other-relative","Male",0,0,28,"0"
50,"Private",9,"Married-civ-spouse","Sales","Husband","Male",0,0,48,"0"
36,"Private",9,"Divorced","Other-service","Unmarried","Female",0,0,40,"0"
37,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,45,"1"
20,"Private",10,"Never-married","Exec-managerial","Own-child","Female",0,0,30,"0"
29,"Private",13,"Divorced","Exec-managerial","Not-in-family","Female",0,0,40,"0"
34,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
39,"Self-emp-not-inc",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,60,"1"
20,"Self-emp-not-inc",10,"Never-married","Craft-repair","Not-in-family","Female",0,0,35,"0"
37,"Private",12,"Married-civ-spouse","Prof-specialty","Husband","Male",0,1740,45,"0"
25,"Private",9,"Never-married","Transport-moving","Own-child","Male",0,0,70,"0"
30,"Private",15,"Married-civ-spouse","Prof-specialty","Wife","Female",0,0,45,"1"
45,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",15024,0,48,"1"
32,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",7298,0,50,"1"
44,"Private",11,"Never-married","Craft-repair","Unmarried","Male",0,0,40,"0"
59,"Self-emp-inc",11,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
45,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1902,50,"1"
32,"Private",13,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,50,"1"
49,"Self-emp-not-inc",15,"Married-civ-spouse","Prof-specialty","Husband","Male",15024,0,65,"1"
35,"Private",6,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,45,"0"
49,"Self-emp-not-inc",13,"Married-civ-spouse","Sales","Husband","Male",15024,0,40,"1"
39,"Private",9,"Never-married","Machine-op-inspct","Not-in-family","Female",0,0,40,"0"
37,"Private",9,"Never-married","Sales","Not-in-family","Male",0,2339,40,"0"
55,"Local-gov",9,"Married-civ-spouse","Craft-repair","Husband","Male",4386,0,40,"1"
22,"Private",5,"Divorced","Priv-house-serv","Not-in-family","Female",0,0,40,"0"
32,"Local-gov",13,"Never-married","Prof-specialty","Not-in-family","Male",0,0,35,"0"
30,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"0"
30,"Private",10,"Divorced","Prof-specialty","Not-in-family","Female",6849,0,40,"0"
17,"State-gov",6,"Never-married","Other-service","Own-child","Male",0,0,30,"0"
60,"Private",10,"Divorced","Tech-support","Not-in-family","Female",6849,0,50,"0"
49,"Self-emp-not-inc",13,"Widowed","Sales","Unmarried","Female",0,0,40,"0"
49,"Private",13,"Never-married","Tech-support","Unmarried","Female",0,0,40,"0"
49,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,30,"0"
32,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,48,"0"
22,"Private",13,"Never-married","Prof-specialty","Not-in-family","Female",0,0,10,"0"
61,"Local-gov",9,"Married-civ-spouse","Other-service","Husband","Male",0,0,40,"0"
44,"Private",13,"Never-married","Prof-specialty","Not-in-family","Male",27828,0,40,"1"
23,"Federal-gov",10,"Never-married","Adm-clerical","Own-child","Female",0,0,25,"0"
34,"Private",9,"Divorced","Machine-op-inspct","Not-in-family","Female",0,0,40,"0"
32,"Private",15,"Never-married","Prof-specialty","Not-in-family","Female",0,0,40,"0"
47,"Private",10,"Divorced","Exec-managerial","Not-in-family","Male",0,0,60,"0"
35,"Private",10,"Never-married","Transport-moving","Own-child","Male",0,0,40,"0"
30,"Private",12,"Married-civ-spouse","Transport-moving","Wife","Female",0,1485,37,"1"
58,"Private",10,"Never-married","Adm-clerical","Not-in-family","Female",0,0,39,"0"
38,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,60,"0"
25,"Private",10,"Never-married","Sales","Own-child","Male",0,0,40,"0"
37,"Private",9,"Never-married","Transport-moving","Other-relative","Female",0,0,40,"0"
24,"Private",10,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,40,"0"
41,"Private",13,"Married-civ-spouse","Tech-support","Wife","Female",0,0,25,"1"
44,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1902,50,"1"
58,"Self-emp-inc",10,"Married-civ-spouse","Transport-moving","Wife","Female",0,0,40,"1"
39,"Private",13,"Married-civ-spouse","Tech-support","Husband","Male",0,0,50,"0"
45,"Private",5,"Married-civ-spouse","Other-service","Husband","Male",0,1848,40,"1"
36,"Private",12,"Never-married","Tech-support","Not-in-family","Male",14344,0,40,"1"
17,"Private",7,"Never-married","Farming-fishing","Own-child","Male",0,0,45,"0"
45,"Private",9,"Separated","Machine-op-inspct","Unmarried","Female",0,0,40,"0"
20,"Private",9,"Never-married","Priv-house-serv","Not-in-family","Female",0,0,45,"0"
34,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
28,"Private",10,"Never-married","Handlers-cleaners","Own-child","Male",0,0,40,"0"
37,"Self-emp-not-inc",13,"Separated","Transport-moving","Not-in-family","Male",0,0,50,"0"
33,"Private",11,"Never-married","Prof-specialty","Unmarried","Female",0,0,26,"0"
63,"Private",10,"Divorced","Sales","Not-in-family","Female",0,0,60,"0"
28,"Private",5,"Never-married","Machine-op-inspct","Unmarried","Male",0,0,40,"0"
23,"Private",12,"Never-married","Craft-repair","Other-relative","Male",0,0,40,"0"
90,"Private",13,"Never-married","Exec-managerial","Not-in-family","Male",0,0,55,"0"
34,"Private",9,"Never-married","Other-service","Not-in-family","Female",0,0,28,"0"
40,"Private",9,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
65,"Self-emp-not-inc",14,"Married-spouse-absent","Prof-specialty","Not-in-family","Female",7978,0,40,"0"
34,"Private",10,"Divorced","Exec-managerial","Not-in-family","Male",0,0,50,"0"
46,"Private",11,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
48,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,50,"0"
21,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,50,"0"
35,"Private",9,"Never-married","Sales","Not-in-family","Female",0,0,40,"0"
20,"Private",9,"Never-married","Craft-repair","Own-child","Male",0,0,60,"0"
29,"Private",13,"Never-married","Tech-support","Not-in-family","Male",0,0,40,"0"
49,"Self-emp-not-inc",12,"Divorced","Exec-managerial","Not-in-family","Male",0,0,25,"0"
59,"Private",9,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,45,"1"
46,"Local-gov",6,"Divorced","Protective-serv","Unmarried","Female",0,0,20,"0"
26,"Private",13,"Never-married","Farming-fishing","Own-child","Male",0,0,40,"0"
26,"Self-emp-inc",13,"Never-married","Exec-managerial","Not-in-family","Male",0,0,40,"0"
37,"Private",9,"Never-married","Adm-clerical","Not-in-family","Male",0,0,42,"0"
30,"Private",13,"Married-civ-spouse","Sales","Husband","Male",0,0,40,"1"
53,"Private",14,"Married-civ-spouse","Sales","Husband","Male",0,0,40,"0"
36,"Private",13,"Never-married","Transport-moving","Not-in-family","Male",0,0,40,"0"
33,"Private",13,"Never-married","Adm-clerical","Not-in-family","Male",0,0,40,"0"
21,"Private",9,"Never-married","Adm-clerical","Not-in-family","Male",0,0,40,"0"
32,"Private",9,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,40,"0"
46,"Self-emp-not-inc",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
36,"Private",9,"Divorced","Adm-clerical","Unmarried","Female",0,0,35,"0"
46,"Private",13,"Divorced","Prof-specialty","Not-in-family","Male",0,0,45,"1"
21,"Private",6,"Never-married","Prof-specialty","Unmarried","Female",0,0,40,"0"
73,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",3471,0,40,"0"
39,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",15024,0,50,"1"
25,"Private",9,"Never-married","Machine-op-inspct","Not-in-family","Female",0,0,40,"0"
38,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
56,"Private",9,"Divorced","Other-service","Unmarried","Female",0,0,37,"0"
22,"Private",9,"Never-married","Machine-op-inspct","Own-child","Male",0,0,40,"0"
47,"Private",13,"Divorced","Sales","Not-in-family","Male",0,0,45,"0"
44,"Private",13,"Never-married","Adm-clerical","Own-child","Female",0,0,37,"0"
27,"Private",14,"Never-married","Prof-specialty","Not-in-family","Male",0,0,45,"0"
35,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
59,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"1"
31,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
45,"Private",9,"Separated","Machine-op-inspct","Unmarried","Female",0,0,15,"0"
55,"Self-emp-not-inc",9,"Divorced","Other-service","Other-relative","Female",0,0,40,"0"
42,"Self-emp-not-inc",15,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
31,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,38,"0"
41,"State-gov",9,"Married-civ-spouse","Tech-support","Husband","Male",0,0,40,"0"
60,"Private",9,"Married-civ-spouse","Sales","Husband","Male",7298,0,65,"1"
24,"Private",9,"Never-married","Craft-repair","Not-in-family","Male",0,1590,40,"0"
44,"Self-emp-not-inc",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,55,"0"
58,"Private",9,"Married-civ-spouse","Other-service","Husband","Male",0,0,24,"0"
39,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
25,"Private",9,"Married-civ-spouse","Sales","Husband","Male",0,0,48,"0"
42,"Private",12,"Never-married","Tech-support","Not-in-family","Male",14084,0,36,"1"
22,"Private",9,"Married-spouse-absent","Sales","Not-in-family","Male",0,1719,40,"0"
39,"Private",9,"Divorced","Adm-clerical","Unmarried","Female",0,0,40,"0"
36,"Private",9,"Divorced","Adm-clerical","Unmarried","Female",0,0,40,"0"
26,"Private",9,"Never-married","Other-service","Own-child","Female",0,0,40,"0"
53,"Private",3,"Never-married","Handlers-cleaners","Other-relative","Female",0,0,50,"0"
60,"Self-emp-not-inc",9,"Married-civ-spouse","Sales","Husband","Male",0,0,45,"0"
28,"Private",10,"Never-married","Exec-managerial","Not-in-family","Male",0,1669,60,"0"
21,"Private",7,"Never-married","Other-service","Unmarried","Female",0,0,40,"0"
46,"Local-gov",9,"Never-married","Other-service","Unmarried","Female",0,0,40,"0"
62,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,45,"1"
29,"Private",10,"Never-married","Sales","Other-relative","Male",0,0,50,"0"
41,"Private",10,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,1902,40,"1"
21,"State-gov",10,"Never-married","Craft-repair","Own-child","Male",0,0,35,"0"
25,"Private",13,"Never-married","Tech-support","Not-in-family","Female",0,1564,30,"1"
29,"State-gov",14,"Married-civ-spouse","Tech-support","Husband","Male",0,0,50,"0"
47,"State-gov",9,"Divorced","Adm-clerical","Unmarried","Male",0,0,38,"0"
70,"Private",6,"Widowed","Craft-repair","Unmarried","Male",0,0,45,"0"
39,"Private",10,"Separated","Craft-repair","Unmarried","Male",0,0,45,"0"
46,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,89,"1"
46,"Private",7,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"0"
